step,cluster_key,A_mean,raw_radius,radius,UCB,prob,selected,active_size,cluster_size,migration_in,migration_out
113,cluster_3,0.255,0.22692186966387995,0.19288358921429796,0.44788358921429794,0.279,292,152,160,0,0
113,cluster_4,0.207,0.22241303870703072,0.1890510829009761,0.3960510829009761,0.217,304,147,160,0,0
114,cluster_0,0.141,0.18012902027780825,0.153109667236137,0.29410966723613696,0.135,464,100,100,0,0
114,cluster_1,0.187,0.18602311767530388,0.1581196500240083,0.3451196500240083,0.171,435,190,200,0,0
114,cluster_2,0.211,0.19568703475466548,0.16633397954146564,0.37733397954146564,0.199,393,167,180,0,0
114,cluster_3,0.252,0.22692186966387995,0.19288358921429796,0.44488358921429794,0.276,292,152,160,0,0
114,cluster_4,0.207,0.22241303870703072,0.1890510829009761,0.3960510829009761,0.218,304,147,160,0,0
115,cluster_0,0.144,0.18012902027780825,0.153109667236137,0.29710966723613697,0.135,464,100,100,0,0
115,cluster_1,0.196,0.18602311767530388,0.1581196500240083,0.3541196500240083,0.176,435,189,200,0,0
115,cluster_2,0.211,0.19568703475466548,0.16633397954146564,0.37733397954146564,0.196,393,167,180,0,0
115,cluster_3,0.252,0.22692186966387995,0.19288358921429796,0.44488358921429794,0.272,292,152,160,0,0
115,cluster_4,0.212,0.22241303870703072,0.1890510829009761,0.40105108290097613,0.221,304,149,160,0,0
116,cluster_0,0.127,0.18012902027780825,0.153109667236137,0.280109667236137,0.128,464,100,100,0,0
116,cluster_1,0.196,0.18602311767530388,0.1581196500240083,0.3541196500240083,0.181,435,189,200,0,0
116,cluster_2,0.204,0.19568703475466548,0.16633397954146564,0.37033397954146563,0.195,393,168,180,0,0
116,cluster_3,0.252,0.22692186966387995,0.19288358921429796,0.44488358921429794,0.279,292,152,160,0,0
116,cluster_4,0.204,0.22241303870703072,0.1890510829009761,0.3930510829009761,0.217,304,149,160,0,0
117,cluster_0,0.118,0.18012902027780825,0.153109667236137,0.271109667236137,0.123,464,100,100,0,0
117,cluster_1,0.195,0.18602311767530388,0.1581196500240083,0.3531196500240083,0.181,435,190,200,0,0
117,cluster_2,0.207,0.19568703475466548,0.16633397954146564,0.37333397954146563,0.199,393,168,180,0,0
117,cluster_3,0.252,0.22692186966387995,0.19288358921429796,0.44488358921429794,0.281,292,152,160,0,0
117,cluster_4,0.201,0.22241303870703072,0.1890510829009761,0.3900510829009761,0.216,304,149,160,0,0
118,cluster_0,0.118,0.18012902027780825,0.153109667236137,0.271109667236137,0.121,464,100,100,0,0
118,cluster_1,0.189,0.18602311767530388,0.1581196500240083,0.3471196500240083,0.172,435,189,200,0,0
118,cluster_2,0.205,0.19568703475466548,0.16633397954146564,0.37133397954146563,0.193,393,167,180,0,0
118,cluster_3,0.269,0.22692186966387995,0.19288358921429796,0.46188358921429795,0.297,292,153,160,0,0
118,cluster_4,0.208,0.22241303870703072,0.1890510829009761,0.3970510829009761,0.218,304,149,160,0,0
119,cluster_0,0.115,0.18012902027780825,0.153109667236137,0.268109667236137,0.117,464,100,100,0,0
119,cluster_1,0.184,0.18602311767530388,0.1581196500240083,0.3421196500240083,0.165,435,189,200,0,0
119,cluster_2,0.202,0.19568703475466548,0.16633397954146564,0.36833397954146563,0.186,393,168,180,0,0
119,cluster_3,0.281,0.22692186966387995,0.19288358921429796,0.47388358921429796,0.309,292,154,160,0,0
119,cluster_4,0.217,0.22241303870703072,0.1890510829009761,0.40605108290097613,0.223,304,149,160,0,0
120,cluster_0,0.135,0.18012902027780825,0.153109667236137,0.288109667236137,0.127,464,100,100,0,0
120,cluster_1,0.189,0.18602311767530388,0.1581196500240083,0.3471196500240083,0.167,435,189,200,0,0
120,cluster_2,0.204,0.19568703475466548,0.16633397954146564,0.37033397954146563,0.187,393,168,180,0,0
120,cluster_3,0.275,0.22692186966387995,0.19288358921429796,0.46788358921429796,0.298,292,153,160,0,0
120,cluster_4,0.216,0.22241303870703072,0.1890510829009761,0.40505108290097613,0.221,304,148,160,0,0
121,cluster_0,0.139,0.18012902027780825,0.153109667236137,0.292109667236137,0.131,464,100,100,0,0
121,cluster_1,0.189,0.18602311767530388,0.1581196500240083,0.3471196500240083,0.169,435,189,200,0,0
121,cluster_2,0.204,0.19568703475466548,0.16633397954146564,0.37033397954146563,0.189,393,168,180,0,0
121,cluster_3,0.27,0.22692186966387995,0.19288358921429796,0.46288358921429795,0.294,292,153,160,0,0
121,cluster_4,0.211,0.22241303870703072,0.1890510829009761,0.40005108290097613,0.217,304,148,160,0,0
122,cluster_0,0.13,0.18012902027780825,0.153109667236137,0.283109667236137,0.127,464,100,100,0,0
122,cluster_1,0.179,0.18602311767530388,0.1581196500240083,0.3371196500240083,0.164,435,189,200,0,0
122,cluster_2,0.192,0.19568703475466548,0.16633397954146564,0.3583339795414656,0.181,393,168,180,0,0
122,cluster_3,0.271,0.22692186966387995,0.19288358921429796,0.46388358921429795,0.299,292,154,160,0,0
122,cluster_4,0.219,0.22241303870703072,0.1890510829009761,0.40805108290097614,0.229,304,148,160,0,0
123,cluster_0,0.127,0.18012902027780825,0.153109667236137,0.280109667236137,0.125,464,100,100,0,0
123,cluster_1,0.179,0.18602311767530388,0.1581196500240083,0.3371196500240083,0.163,435,189,200,0,0
123,cluster_2,0.197,0.19568703475466548,0.16633397954146564,0.3633339795414656,0.185,393,167,180,0,0
123,cluster_3,0.273,0.22692186966387995,0.19288358921429796,0.46588358921429796,0.301,292,154,160,0,0
123,cluster_4,0.218,0.22241303870703072,0.1890510829009761,0.40705108290097614,0.227,304,149,160,0,0
124,cluster_0,0.114,0.18012902027780825,0.153109667236137,0.267109667236137,0.118,464,100,100,0,0
124,cluster_1,0.176,0.18602311767530388,0.1581196500240083,0.3341196500240083,0.161,435,188,200,0,0
124,cluster_2,0.191,0.19568703475466548,0.16633397954146564,0.3573339795414656,0.18,393,167,180,0,0
124,cluster_3,0.278,0.22692186966387995,0.19288358921429796,0.47088358921429796,0.31,292,155,160,0,0
124,cluster_4,0.222,0.22241303870703072,0.1890510829009761,0.41105108290097614,0.231,304,149,160,0,0
125,cluster_0,0.12,0.18012902027780825,0.153109667236137,0.273109667236137,0.121,464,100,100,0,0
125,cluster_1,0.175,0.18602311767530388,0.1581196500240083,0.3331196500240083,0.16,435,188,200,0,0
125,cluster_2,0.187,0.19568703475466548,0.16633397954146564,0.3533339795414656,0.176,393,167,180,0,0
125,cluster_3,0.28,0.22692186966387995,0.19288358921429796,0.47288358921429796,0.311,292,156,160,0,0
125,cluster_4,0.223,0.22241303870703072,0.1890510829009761,0.41205108290097614,0.232,304,149,160,0,0
126,cluster_0,0.119,0.18012902027780825,0.153109667236137,0.272109667236137,0.123,464,100,100,0,0
126,cluster_1,0.168,0.18602311767530388,0.1581196500240083,0.32611965002400833,0.159,435,186,200,0,0
126,cluster_2,0.189,0.19568703475466548,0.16633397954146564,0.3553339795414656,0.181,393,168,180,0,0
126,cluster_3,0.272,0.22692186966387995,0.19288358921429796,0.46488358921429795,0.306,292,155,160,0,0
126,cluster_4,0.217,0.22241303870703072,0.1890510829009761,0.40605108290097613,0.231,304,149,160,0,0
127,cluster_0,0.118,0.18012902027780825,0.153109667236137,0.271109667236137,0.122,464,100,100,0,0
127,cluster_1,0.172,0.18602311767530388,0.1581196500240083,0.3301196500240083,0.161,435,186,200,0,0
127,cluster_2,0.19,0.19568703475466548,0.16633397954146564,0.3563339795414656,0.183,393,167,180,0,0
127,cluster_3,0.269,0.22692186966387995,0.19288358921429796,0.46188358921429795,0.302,292,154,160,0,0
127,cluster_4,0.217,0.22241303870703072,0.1890510829009761,0.40605108290097613,0.231,304,149,160,0,0
128,cluster_0,0.106,0.18012902027780825,0.153109667236137,0.259109667236137,0.117,464,100,100,0,0
128,cluster_1,0.173,0.18602311767530388,0.1581196500240083,0.3311196500240083,0.163,435,186,200,0,0
128,cluster_2,0.193,0.19568703475466548,0.16633397954146564,0.3593339795414656,0.186,393,167,180,0,0
128,cluster_3,0.259,0.22692186966387995,0.19288358921429796,0.45188358921429794,0.29,292,154,160,0,0
128,cluster_4,0.227,0.22241303870703072,0.1890510829009761,0.41605108290097614,0.244,304,149,160,0,0
129,cluster_0,0.106,0.18012902027780825,0.153109667236137,0.259109667236137,0.116,464,100,100,0,0
129,cluster_1,0.169,0.18602311767530388,0.1581196500240083,0.32711965002400833,0.159,435,185,200,0,0
129,cluster_2,0.185,0.19568703475466548,0.16633397954146564,0.3513339795414656,0.179,393,164,180,0,0
129,cluster_3,0.262,0.22692186966387995,0.19288358921429796,0.45488358921429795,0.293,292,154,160,0,0
129,cluster_4,0.236,0.22241303870703072,0.1890510829009761,0.4250510829009761,0.253,304,150,160,0,0
130,cluster_0,0.105,0.18012902027780825,0.153109667236137,0.258109667236137,0.118,464,100,100,0,0
130,cluster_1,0.163,0.18602311767530388,0.1581196500240083,0.32111965002400833,0.158,435,185,200,0,0
130,cluster_2,0.178,0.19568703475466548,0.16633397954146564,0.3443339795414656,0.176,393,164,180,0,0
130,cluster_3,0.254,0.22692186966387995,0.19288358921429796,0.44688358921429794,0.288,292,154,160,0,0
130,cluster_4,0.236,0.22241303870703072,0.1890510829009761,0.4250510829009761,0.26,304,149,160,0,0
131,cluster_0,0.087,0.18012902027780825,0.153109667236137,0.240109667236137,0.109,464,100,100,0,0
131,cluster_1,0.16,0.18602311767530388,0.1581196500240083,0.3181196500240083,0.156,435,185,200,0,0
131,cluster_2,0.177,0.19568703475466548,0.16633397954146564,0.3433339795414656,0.176,393,164,180,0,0
131,cluster_3,0.263,0.22692186966387995,0.19288358921429796,0.45588358921429795,0.3,292,152,160,0,0
131,cluster_4,0.237,0.22241303870703072,0.1890510829009761,0.4260510829009761,0.26,304,149,160,0,0
132,cluster_0,0.075,0.18012902027780825,0.153109667236137,0.22810966723613701,0.104,464,100,100,0,0
132,cluster_1,0.16,0.18602311767530388,0.1581196500240083,0.3181196500240083,0.158,435,185,200,0,0
132,cluster_2,0.167,0.19568703475466548,0.16633397954146564,0.33333397954146565,0.17,393,166,180,0,0
132,cluster_3,0.261,0.22692186966387995,0.19288358921429796,0.45388358921429794,0.302,292,151,160,0,0
132,cluster_4,0.239,0.22241303870703072,0.1890510829009761,0.4280510829009761,0.266,304,149,160,0,0
133,cluster_0,0.069,0.18012902027780825,0.153109667236137,0.222109667236137,0.102,464,100,100,0,0
133,cluster_1,0.161,0.18602311767530388,0.1581196500240083,0.31911965002400833,0.159,435,186,200,0,0
133,cluster_2,0.174,0.19568703475466548,0.16633397954146564,0.3403339795414656,0.176,393,168,180,0,0
133,cluster_3,0.261,0.22692186966387995,0.19288358921429796,0.45388358921429794,0.302,292,154,160,0,0
133,cluster_4,0.234,0.22241303870703072,0.1890510829009761,0.42305108290097615,0.261,304,149,160,0,0
134,cluster_0,0.072,0.18012902027780825,0.153109667236137,0.225109667236137,0.103,464,100,100,0,0
134,cluster_1,0.161,0.18602311767530388,0.1581196500240083,0.31911965002400833,0.158,435,186,200,0,0
134,cluster_2,0.175,0.19568703475466548,0.16633397954146564,0.3413339795414656,0.176,393,168,180,0,0
134,cluster_3,0.26,0.22692186966387995,0.19288358921429796,0.45288358921429794,0.3,292,154,160,0,0
134,cluster_4,0.236,0.22241303870703072,0.1890510829009761,0.4250510829009761,0.262,304,149,160,0,0
135,cluster_0,0.073,0.18012902027780825,0.153109667236137,0.226109667236137,0.102,464,100,100,0,0
135,cluster_1,0.157,0.18602311767530388,0.1581196500240083,0.3151196500240083,0.153,435,187,200,0,0
135,cluster_2,0.175,0.19568703475466548,0.16633397954146564,0.3413339795414656,0.173,393,168,180,0,0
135,cluster_3,0.271,0.22692186966387995,0.19288358921429796,0.46388358921429795,0.309,292,153,160,0,0
135,cluster_4,0.241,0.22241303870703072,0.1890510829009761,0.4300510829009761,0.264,304,149,160,0,0
136,cluster_0,0.073,0.18012902027780825,0.153109667236137,0.226109667236137,0.102,464,100,100,0,0
136,cluster_1,0.153,0.18602311767530388,0.1581196500240083,0.3111196500240083,0.15,435,187,200,0,0
136,cluster_2,0.17,0.19568703475466548,0.16633397954146564,0.33633397954146566,0.169,393,168,180,0,0
136,cluster_3,0.272,0.22692186966387995,0.19288358921429796,0.46488358921429795,0.312,292,154,160,0,0
136,cluster_4,0.244,0.22241303870703072,0.1890510829009761,0.4330510829009761,0.267,304,149,160,0,0
137,cluster_0,0.066,0.18012902027780825,0.153109667236137,0.219109667236137,0.099,464,100,100,0,0
137,cluster_1,0.15,0.18602311767530388,0.1581196500240083,0.3081196500240083,0.149,435,188,200,0,0
137,cluster_2,0.176,0.19568703475466548,0.16633397954146564,0.3423339795414656,0.176,393,169,180,0,0
137,cluster_3,0.268,0.22692186966387995,0.19288358921429796,0.46088358921429795,0.309,292,154,160,0,0
137,cluster_4,0.241,0.22241303870703072,0.1890510829009761,0.4300510829009761,0.266,304,150,160,0,0
138,cluster_0,0.074,0.18012902027780825,0.153109667236137,0.22710966723613701,0.1,464,100,100,0,0
138,cluster_1,0.153,0.18602311767530388,0.1581196500240083,0.3111196500240083,0.148,435,187,200,0,0
138,cluster_2,0.184,0.19568703475466548,0.16633397954146564,0.3503339795414656,0.178,393,168,180,0,0
138,cluster_3,0.268,0.22692186966387995,0.19288358921429796,0.46088358921429795,0.301,292,154,160,0,0
138,cluster_4,0.252,0.22241303870703072,0.1890510829009761,0.4410510829009761,0.273,304,148,160,0,0
139,cluster_0,0.072,0.18012902027780825,0.153109667236137,0.225109667236137,0.101,464,100,100,0,0
139,cluster_1,0.147,0.18602311767530388,0.1581196500240083,0.3051196500240083,0.145,435,187,200,0,0
139,cluster_2,0.173,0.19568703475466548,0.16633397954146564,0.3393339795414656,0.171,393,168,180,0,0
139,cluster_3,0.268,0.22692186966387995,0.19288358921429796,0.46088358921429795,0.304,292,154,160,0,0
139,cluster_4,0.254,0.22241303870703072,0.1890510829009761,0.4430510829009761,0.28,304,148,160,0,0
140,cluster_0,0.072,0.18012902027780825,0.153109667236137,0.225109667236137,0.099,464,100,100,0,0
140,cluster_1,0.148,0.18602311767530388,0.1581196500240083,0.3061196500240083,0.143,435,187,200,0,0
140,cluster_2,0.176,0.19568703475466548,0.16633397954146564,0.3423339795414656,0.17,393,167,180,0,0
140,cluster_3,0.275,0.22692186966387995,0.19288358921429796,0.46788358921429796,0.31,292,153,160,0,0
140,cluster_4,0.257,0.22241303870703072,0.1890510829009761,0.4460510829009761,0.278,304,148,160,0,0
141,cluster_0,0.071,0.18012902027780825,0.153109667236137,0.224109667236137,0.097,464,100,100,0,0
141,cluster_1,0.15,0.18602311767530388,0.1581196500240083,0.3081196500240083,0.143,435,188,200,0,0
141,cluster_2,0.181,0.19568703475466548,0.16633397954146564,0.3473339795414656,0.171,393,167,180,0,0
141,cluster_3,0.279,0.22692186966387995,0.19288358921429796,0.47188358921429796,0.312,292,153,160,0,0
141,cluster_4,0.258,0.22241303870703072,0.1890510829009761,0.4470510829009761,0.277,304,148,160,0,0
142,cluster_0,0.071,0.18012902027780825,0.153109667236137,0.224109667236137,0.097,464,100,100,0,0
142,cluster_1,0.15,0.18602311767530388,0.1581196500240083,0.3081196500240083,0.143,435,189,200,0,0
142,cluster_2,0.172,0.19568703475466548,0.16633397954146564,0.3383339795414656,0.165,393,168,180,0,0
142,cluster_3,0.286,0.22692186966387995,0.19288358921429796,0.47888358921429797,0.323,292,153,160,0,0
142,cluster_4,0.254,0.22241303870703072,0.1890510829009761,0.4430510829009761,0.272,304,148,160,0,0
143,cluster_0,0.064,0.18012902027780825,0.153109667236137,0.217109667236137,0.096,464,100,100,0,0
143,cluster_1,0.148,0.18602311767530388,0.1581196500240083,0.3061196500240083,0.145,435,188,200,0,0
143,cluster_2,0.173,0.19568703475466548,0.16633397954146564,0.3393339795414656,0.168,393,168,180,0,0
143,cluster_3,0.28,0.22692186966387995,0.19288358921429796,0.47288358921429796,0.318,292,153,160,0,0
143,cluster_4,0.251,0.22241303870703072,0.1890510829009761,0.4400510829009761,0.273,304,147,160,0,0
144,cluster_0,0.071,0.18012902027780825,0.153109667236137,0.224109667236137,0.101,464,100,100,0,0
144,cluster_1,0.156,0.18602311767530388,0.1581196500240083,0.3141196500240083,0.152,435,188,200,0,0
144,cluster_2,0.171,0.19568703475466548,0.16633397954146564,0.33733397954146566,0.17,393,168,180,0,0
144,cluster_3,0.27,0.22692186966387995,0.19288358921429796,0.46288358921429795,0.309,292,153,160,0,0
144,cluster_4,0.244,0.22241303870703072,0.1890510829009761,0.4330510829009761,0.268,304,148,160,0,0
145,cluster_0,0.086,0.18012902027780825,0.153109667236137,0.239109667236137,0.108,464,100,100,0,0
145,cluster_1,0.155,0.18602311767530388,0.1581196500240083,0.3131196500240083,0.152,435,188,200,0,0
145,cluster_2,0.175,0.19568703475466548,0.16633397954146564,0.3413339795414656,0.174,393,168,180,0,0
145,cluster_3,0.266,0.22692186966387995,0.19288358921429796,0.45888358921429795,0.303,292,153,160,0,0
145,cluster_4,0.24,0.22241303870703072,0.1890510829009761,0.4290510829009761,0.263,304,149,160,0,0
146,cluster_0,0.091,0.18012902027780825,0.153109667236137,0.244109667236137,0.108,464,100,100,0,0
146,cluster_1,0.157,0.18602311767530388,0.1581196500240083,0.3151196500240083,0.15,435,187,200,0,0
146,cluster_2,0.185,0.19568703475466548,0.16633397954146564,0.3513339795414656,0.178,393,168,180,0,0
146,cluster_3,0.265,0.22692186966387995,0.19288358921429796,0.45788358921429795,0.297,292,153,160,0,0
146,cluster_4,0.246,0.22241303870703072,0.1890510829009761,0.4350510829009761,0.266,304,149,160,0,0
147,cluster_0,0.091,0.18012902027780825,0.153109667236137,0.244109667236137,0.108,464,100,100,0,0
147,cluster_1,0.157,0.18602311767530388,0.1581196500240083,0.3151196500240083,0.149,435,187,200,0,0
147,cluster_2,0.189,0.19568703475466548,0.16633397954146564,0.3553339795414656,0.181,393,169,180,0,0
147,cluster_3,0.264,0.22692186966387995,0.19288358921429796,0.45688358921429795,0.293,292,153,160,0,0
147,cluster_4,0.251,0.22241303870703072,0.1890510829009761,0.4400510829009761,0.27,304,150,160,0,0
148,cluster_0,0.098,0.18012902027780825,0.153109667236137,0.25110966723613704,0.11,464,100,100,0,0
148,cluster_1,0.153,0.18602311767530388,0.1581196500240083,0.3111196500240083,0.145,435,187,200,0,0
148,cluster_2,0.19,0.19568703475466548,0.16633397954146564,0.3563339795414656,0.179,393,169,180,0,0
148,cluster_3,0.266,0.22692186966387995,0.19288358921429796,0.45888358921429795,0.292,292,154,160,0,0
148,cluster_4,0.257,0.22241303870703072,0.1890510829009761,0.4460510829009761,0.274,304,148,160,0,0
149,cluster_0,0.098,0.18012902027780825,0.153109667236137,0.25110966723613704,0.109,464,100,100,0,0
149,cluster_1,0.155,0.18602311767530388,0.1581196500240083,0.3131196500240083,0.145,435,187,200,0,0
149,cluster_2,0.186,0.19568703475466548,0.16633397954146564,0.3523339795414656,0.174,393,169,180,0,0
149,cluster_3,0.277,0.22692186966387995,0.19288358921429796,0.46988358921429796,0.305,292,155,160,0,0
149,cluster_4,0.253,0.22241303870703072,0.1890510829009761,0.4420510829009761,0.267,304,148,160,0,0
150,cluster_0,0.104,0.18012902027780825,0.153109667236137,0.257109667236137,0.112,464,100,100,0,0
150,cluster_1,0.152,0.18602311767530388,0.1581196500240083,0.3101196500240083,0.143,435,186,200,0,0
150,cluster_2,0.192,0.19568703475466548,0.16633397954146564,0.3583339795414656,0.179,393,170,180,0,0
150,cluster_3,0.275,0.22692186966387995,0.19288358921429796,0.46788358921429796,0.302,292,155,160,0,0
150,cluster_4,0.25,0.22241303870703072,0.1890510829009761,0.4390510829009761,0.264,304,148,160,0,0
151,cluster_0,0.113,0.18012902027780825,0.153109667236137,0.266109667236137,0.116,464,100,100,0,0
151,cluster_1,0.149,0.18602311767530388,0.1581196500240083,0.3071196500240083,0.14,435,185,200,0,0
151,cluster_2,0.186,0.19568703475466548,0.16633397954146564,0.3523339795414656,0.173,393,171,180,0,0
151,cluster_3,0.28,0.22692186966387995,0.19288358921429796,0.47288358921429796,0.308,292,155,160,0,0
151,cluster_4,0.251,0.22241303870703072,0.1890510829009761,0.4400510829009761,0.262,304,149,160,0,0
152,cluster_0,0.1,0.18012902027780825,0.153109667236137,0.25310966723613704,0.11,464,100,100,0,0
152,cluster_1,0.155,0.18602311767530388,0.1581196500240083,0.3131196500240083,0.145,435,184,200,0,0
152,cluster_2,0.19,0.19568703475466548,0.16633397954146564,0.3563339795414656,0.178,393,170,180,0,0
152,cluster_3,0.274,0.22692186966387995,0.19288358921429796,0.46688358921429796,0.301,292,153,160,0,0
152,cluster_4,0.253,0.22241303870703072,0.1890510829009761,0.4420510829009761,0.267,304,148,160,0,0
153,cluster_0,0.104,0.18012902027780825,0.153109667236137,0.257109667236137,0.113,464,100,100,0,0
153,cluster_1,0.151,0.18602311767530388,0.1581196500240083,0.3091196500240083,0.144,435,184,200,0,0
153,cluster_2,0.19,0.19568703475466548,0.16633397954146564,0.3563339795414656,0.18,393,170,180,0,0
153,cluster_3,0.269,0.22692186966387995,0.19288358921429796,0.46188358921429795,0.298,292,152,160,0,0
153,cluster_4,0.25,0.22241303870703072,0.1890510829009761,0.4390510829009761,0.266,304,147,160,0,0
154,cluster_0,0.105,0.18012902027780825,0.153109667236137,0.258109667236137,0.114,464,100,100,0,0
154,cluster_1,0.154,0.18602311767530388,0.1581196500240083,0.3121196500240083,0.145,435,184,200,0,0
154,cluster_2,0.189,0.19568703475466548,0.16633397954146564,0.3553339795414656,0.178,393,170,180,0,0
154,cluster_3,0.275,0.22692186966387995,0.19288358921429796,0.46788358921429796,0.306,292,152,160,0,0
154,cluster_4,0.243,0.22241303870703072,0.1890510829009761,0.4320510829009761,0.257,304,146,160,0,0
155,cluster_0,0.099,0.18012902027780825,0.153109667236137,0.25210966723613704,0.11,464,100,100,0,0
155,cluster_1,0.15,0.18602311767530388,0.1581196500240083,0.3081196500240083,0.143,435,184,200,0,0
155,cluster_2,0.192,0.19568703475466548,0.16633397954146564,0.3583339795414656,0.181,393,170,180,0,0
155,cluster_3,0.269,0.22692186966387995,0.19288358921429796,0.46188358921429795,0.296,292,152,160,0,0
155,cluster_4,0.254,0.22241303870703072,0.1890510829009761,0.4430510829009761,0.27,304,147,160,0,0
156,cluster_0,0.094,0.18012902027780825,0.153109667236137,0.247109667236137,0.109,464,100,100,0,0
156,cluster_1,0.148,0.18602311767530388,0.1581196500240083,0.3061196500240083,0.143,435,184,200,0,0
156,cluster_2,0.19,0.19568703475466548,0.16633397954146564,0.3563339795414656,0.182,393,170,180,0,0
156,cluster_3,0.266,0.22692186966387995,0.19288358921429796,0.45888358921429795,0.296,292,151,160,0,0
156,cluster_4,0.25,0.22241303870703072,0.1890510829009761,0.4390510829009761,0.269,304,146,160,0,0
157,cluster_0,0.103,0.18012902027780825,0.153109667236137,0.256109667236137,0.113,464,100,100,0,0
157,cluster_1,0.151,0.18602311767530388,0.1581196500240083,0.3091196500240083,0.145,435,184,200,0,0
157,cluster_2,0.19,0.19568703475466548,0.16633397954146564,0.3563339795414656,0.18,393,170,180,0,0
157,cluster_3,0.262,0.22692186966387995,0.19288358921429796,0.45488358921429795,0.288,292,151,160,0,0
157,cluster_4,0.255,0.22241303870703072,0.1890510829009761,0.4440510829009761,0.274,304,145,160,0,0
158,cluster_0,0.101,0.18012902027780825,0.153109667236137,0.25410966723613704,0.113,464,100,100,0,0
158,cluster_1,0.147,0.18602311767530388,0.1581196500240083,0.3051196500240083,0.142,435,183,200,0,0
158,cluster_2,0.193,0.19568703475466548,0.16633397954146564,0.3593339795414656,0.183,393,170,180,0,0
158,cluster_3,0.26,0.22692186966387995,0.19288358921429796,0.45288358921429794,0.287,292,150,160,0,0
158,cluster_4,0.255,0.22241303870703072,0.1890510829009761,0.4440510829009761,0.275,304,145,160,0,0
159,cluster_0,0.109,0.18012902027780825,0.153109667236137,0.262109667236137,0.12,464,100,100,0,0
159,cluster_1,0.143,0.18602311767530388,0.1581196500240083,0.3011196500240083,0.144,435,184,200,0,0
159,cluster_2,0.191,0.19568703475466548,0.16633397954146564,0.3573339795414656,0.188,393,170,180,0,0
159,cluster_3,0.238,0.22692186966387995,0.19288358921429796,0.4308835892142979,0.266,292,150,160,0,0
159,cluster_4,0.253,0.22241303870703072,0.1890510829009761,0.4420510829009761,0.282,304,146,160,0,0
160,cluster_0,0.101,0.18012902027780825,0.153109667236137,0.25410966723613704,0.118,464,100,100,0,0
160,cluster_1,0.141,0.18602311767530388,0.1581196500240083,0.2991196500240083,0.145,435,185,200,0,0
160,cluster_2,0.184,0.19568703475466548,0.16633397954146564,0.3503339795414656,0.185,393,170,180,0,0
160,cluster_3,0.233,0.22692186966387995,0.19288358921429796,0.425883589214298,0.264,292,150,160,0,0
160,cluster_4,0.255,0.22241303870703072,0.1890510829009761,0.4440510829009761,0.288,304,144,160,0,0
161,cluster_0,0.095,0.18012902027780825,0.153109667236137,0.248109667236137,0.117,464,100,100,0,0
161,cluster_1,0.138,0.18602311767530388,0.1581196500240083,0.2961196500240083,0.146,435,184,200,0,0
161,cluster_2,0.185,0.19568703475466548,0.16633397954146564,0.3513339795414656,0.189,393,171,180,0,0
161,cluster_3,0.22,0.22692186966387995,0.19288358921429796,0.41288358921429796,0.253,292,150,160,0,0
161,cluster_4,0.255,0.22241303870703072,0.1890510829009761,0.4440510829009761,0.295,304,144,160,0,0
162,cluster_0,0.091,0.18012902027780825,0.153109667236137,0.244109667236137,0.114,464,100,100,0,0
162,cluster_1,0.133,0.18602311767530388,0.1581196500240083,0.2911196500240083,0.142,435,185,200,0,0
162,cluster_2,0.182,0.19568703475466548,0.16633397954146564,0.3483339795414656,0.186,393,171,180,0,0
162,cluster_3,0.224,0.22692186966387995,0.19288358921429796,0.41688358921429797,0.257,292,150,160,0,0
162,cluster_4,0.26,0.22241303870703072,0.1890510829009761,0.4490510829009761,0.301,304,145,160,0,0
163,cluster_0,0.077,0.18012902027780825,0.153109667236137,0.23010966723613702,0.108,464,100,100,0,0
163,cluster_1,0.129,0.18602311767530388,0.1581196500240083,0.2871196500240083,0.14,435,187,200,0,0
163,cluster_2,0.179,0.19568703475466548,0.16633397954146564,0.3453339795414656,0.185,393,171,180,0,0
163,cluster_3,0.226,0.22692186966387995,0.19288358921429796,0.41888358921429797,0.263,292,151,160,0,0
163,cluster_4,0.26,0.22241303870703072,0.1890510829009761,0.4490510829009761,0.304,304,145,160,0,0
164,cluster_0,0.07,0.18012902027780825,0.153109667236137,0.223109667236137,0.104,464,100,100,0,0
164,cluster_1,0.131,0.18602311767530388,0.1581196500240083,0.2891196500240083,0.14,435,188,200,0,0
164,cluster_2,0.174,0.19568703475466548,0.16633397954146564,0.3403339795414656,0.178,393,170,180,0,0
164,cluster_3,0.238,0.22692186966387995,0.19288358921429796,0.4308835892142979,0.275,292,152,160,0,0
164,cluster_4,0.261,0.22241303870703072,0.1890510829009761,0.4500510829009761,0.302,304,145,160,0,0
165,cluster_0,0.069,0.18012902027780825,0.153109667236137,0.222109667236137,0.103,464,100,100,0,0
165,cluster_1,0.131,0.18602311767530388,0.1581196500240083,0.2891196500240083,0.141,435,188,200,0,0
165,cluster_2,0.183,0.19568703475466548,0.16633397954146564,0.3493339795414656,0.186,393,170,180,0,0
165,cluster_3,0.235,0.22692186966387995,0.19288358921429796,0.4278835892142979,0.271,292,153,160,0,0
165,cluster_4,0.258,0.22241303870703072,0.1890510829009761,0.4470510829009761,0.298,304,145,160,0,0
166,cluster_0,0.08,0.18012902027780825,0.153109667236137,0.23310966723613702,0.108,464,100,100,0,0
166,cluster_1,0.13,0.18602311767530388,0.1581196500240083,0.2881196500240083,0.139,435,188,200,0,0
